Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Sale price,Regular price,Categories,Tags,Shipping class,Images,Parent,Upsells,Cross-sells,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,meta:_price_tiers,meta:_price_poa,meta:_sage_income_code,meta:_sage_pri,meta:_sage_alt,meta:_sage_primod,meta:_sage_altmod,meta:_sage_class_id,meta:_sage_price_tier,meta:_manufacturer,meta:_kryp_seourl,meta:_kryp_prodnum
variation,EL300-1260mmWidth,ASLAN EL300 Dry Apply Glass Etch :: 1260mm Width,1,,visible,,,,,1,,0,,,11.24,,,,,EL300,,,Size / Width,1260mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-49:11.24;50:9.90,,,,,,,,,,,EL300
variation,EL300-1520mmWidth,ASLAN EL300 Dry Apply Glass Etch :: 1520mm Width,1,,visible,,,,,1,,0,,,13.58,,,,,EL300,,,Size / Width,1520mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-49:13.58;50:11.95,,,,,,,,,,,EL300
variation,EL300-630mmWidth,ASLAN EL300 Dry Apply Glass Etch :: 630mm Width,1,,visible,,,,,1,,0,,,5.62,,,,,EL300,,,Size / Width,630mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-49:5.62;50:4.95,,,,,,,,,,,EL300
variation,4519-685mmWidth,Clear Static Cling Vinyl :: 685mm Width,1,,visible,,,,,1,,0,,,2.18,,,,,4519,,,Size / Width,685mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-49:2.18; 50:1.96,,,,,,,,,,,4519
variation,4519-1370mmWidth,Clear Static Cling Vinyl :: 1370mm Width,1,,visible,,,,,1,,0,,,4.36,,,,,4519,,,Size / Width,1370mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-49:4.36; 50:3.92,,,,,,,,,,,4519
variation,1023-675mmWidth,ASLAN D160 Diffuser :: 675mm Width,1,,visible,,,,,1,,0,,,6.76,,,,,1023,,,Size / Width,675mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:6.76; 25:6.09,,,,,,,,,,,1023
variation,1023-1350mmWidth,ASLAN D160 Diffuser :: 1350mm Width,1,,visible,,,,,1,,0,,,13.52,,,,,1023,,,Size / Width,1350mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:13.52; 25:12.18,,,,,,,,,,,1023
variation,390025-25mmx50m,Doro-Fix 3900 :: 25mm x 50m,1,,visible,,,,,1,,0,,,4.66,,,,,390025,,,Size / Width,25mm x 50m,1,1,,,,,,,,,,,,,,,,,,,,,1-4:4.66;5:4.24,,,,,,,,,,,390025
variation,390025-50mmx50m,Doro-Fix 3900 :: 50mm x 50m,1,,visible,,,,,1,,0,,,9.32,,,,,390025,,,Size / Width,50mm x 50m,1,1,,,,,,,,,,,,,,,,,,,,,1-4:9.32;5:8.48,,,,,,,,,,,390025
variation,PTF-610mmWide,Ritrama PTF Dusted Etch :: 610mm Wide,1,,visible,,,,,1,,0,,,3.85,,,,,PTF,,,Size / Width,610mm Wide,1,1,,,,,,,,,,,,,,,,,,,,,1-49:3.85;50:3.47,,,,,,,,,,,PTF
variation,PTF-1220mmWide,Ritrama PTF Dusted Etch :: 1220mm Wide,1,,visible,,,,,1,,0,,,7.70,,,,,PTF,,,Size / Width,1220mm Wide,1,1,,,,,,,,,,,,,,,,,,,,,1-49:7.70;50:6.94,,,,,,,,,,,PTF
variation,PTF-1520mmWide,Ritrama PTF Dusted Etch :: 1520mm Wide,1,,visible,,,,,1,,0,,,9.58,,,,,PTF,,,Size / Width,1520mm Wide,1,1,,,,,,,,,,,,,,,,,,,,,1-49:9.58;50:8.62,,,,,,,,,,,PTF
variation,FF410-1010mmx12m,ASLAN FF410 Self-adhesive Ferrous Film :: 1010mm x 12m,1,,visible,,,,,1,,0,,,209.60,,,,,FF410,,,Size / Width,1010mm x 12m,1,1,,,,,,,,,,,,,,,,,,,,,209.60,,,,,,,,,,,FF410
variation,FF410-1370mmx9m,ASLAN FF410 Self-adhesive Ferrous Film :: 1370mm x 9m,1,,visible,,,,,1,,0,,,213.30,,,,,FF410,,,Size / Width,1370mm x 9m,1,1,,,,,,,,,,,,,,,,,,,,,213.30,,,,,,,,,,,FF410
variation,FF550-1010mmx12mroll,ASLAN FF550 Dry Wipe Self-adhesive Ferrous Film :: 1010mm x 12m roll,1,,visible,,,,,1,,0,,,484.40,,,,,FF550,,,Size / Width,1010mm x 12m roll,1,1,,,,,,,,,,,,,,,,,,,,,484.40,,,,,,,,,,,FF550
variation,FF550-1370mmwide,ASLAN FF550 Dry Wipe Self-adhesive Ferrous Film :: 1370mm wide,1,,visible,,,,,1,,0,,,,,,,,FF550,,,Size / Width,1370mm wide,1,1,,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,,,,,FF550
variation,4625-750mmWidth,Image Flex Clear 4625 :: 750mm Width,1,,visible,,,,,1,,0,,,10.21,,,,,4625,,,Size / Width,750mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:10.21;25:9.19,,,,,,,,,,,4625
variation,4625-500mmWidth,Image Flex Clear 4625 :: 500mm Width,1,,visible,,,,,1,,0,,,6.81,,,,,4625,,,Size / Width,500mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:6.81;25:6.13,,,,,,,,,,,4625
variation,4035-500mmWidth,Image Flex Pro Nylon 4035 :: 500mm Width,1,,visible,,,,,1,,0,,,8.57,,,,,4035,,,Size / Width,500mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:8.57;25:7.71,,,,,,,,,,,4035
variation,4035-750mmWidth,Image Flex Pro Nylon 4035 :: 750mm Width,1,,visible,,,,,1,,0,,,12.86,,,,,4035,,,Size / Width,750mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:12.86;25:11.57,,,,,,,,,,,4035
variation,4010-500mmWidth,Image Flex Turbo Print Sub Block 4010 :: 500mm Width,1,,visible,,,,,1,,0,,,8.16,,,,,4010,,,Size / Width,500mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:8.16;25:7.34,,,,,,,,,,,4010
variation,4010-750mmWidth,Image Flex Turbo Print Sub Block 4010 :: 750mm Width,1,,visible,,,,,1,,0,,,12.25,,,,,4010,,,Size / Width,750mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:12.25;25:11.03,,,,,,,,,,,4010
variation,4030-750mmWidth,Image Flex Pro Soft White 4030 :: 750mm Width,1,,visible,,,,,1,,0,,,11.43,,,,,4030,,,Size / Width,750mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:11.43;25:10.29,,,,,,,,,,,4030
variation,4030-500mmWidth,Image Flex Pro Soft White 4030 :: 500mm Width,1,,visible,,,,,1,,0,,,7.61,,,,,4030,,,Size / Width,500mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:7.61;25:6.85,,,,,,,,,,,4030
variation,4036-750mmWidth,Image Flex Turbo Print 4036 :: 750mm Width,1,,visible,,,,,1,,0,,,9.96,,,,,4036,,,Size / Width,750mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:9.96;25:8.96,,,,,,,,,,,4036
variation,4036-500mmWidth,Image Flex Turbo Print 4036 :: 500mm Width,1,,visible,,,,,1,,0,,,6.64,,,,,4036,,,Size / Width,500mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:6.64;25:5.98,,,,,,,,,,,4036
variation,PTAS-1220mmWide,Ritrama PTAS Dark Silver Etch :: 1220mm Wide,1,,visible,,,,,1,,0,,,8.20,,,,,PTAS,,,Size / Width,1220mm Wide,1,1,,,,,,,,,,,,,,,,,,,,,1-49:8.20;50:7.38,,,,,,,,,,,PTAS
variation,PTAS-1520mmWide,Ritrama PTAS Dark Silver Etch :: 1520mm Wide,1,,visible,,,,,1,,0,,,10.20,,,,,PTAS,,,Size / Width,1520mm Wide,1,1,,,,,,,,,,,,,,,,,,,,,1-49:10.20;50:9.18,,,,,,,,,,,PTAS
variation,PTAS-610mmWide,Ritrama PTAS Dark Silver Etch :: 610mm Wide,1,,visible,,,,,1,,0,,,4.10,,,,,PTAS,,,Size / Width,610mm Wide,1,1,,,,,,,,,,,,,,,,,,,,,1-49:4.10;50:3.69,,,,,,,,,,,PTAS
variation,P20-1200mmx50m,Regusign P20:: 1200mm x 50m,1,,visible,,,,,1,,0,,,233.90,,,,,P20,,,Size / Width,1200mm x 50m,1,1,,,,,,,,,,,,,,,,,,,,,1:233.90;2-4:219.87;5:205.83,,,,,,,,,,,P20
variation,P20-600mmx50m,Regusign P20:: 600mm x 50m,1,,visible,,,,,1,,0,,,116.95,,,,,P20,,,Size / Width,600mm x 50m,1,1,,,,,,,,,,,,,,,,,,,,,1:116.95;2-4:109.94;5:102.92,,,,,,,,,,,P20
variation,PF2-1200mmx25m,Regusign PF2:: 1200mm x 25m,1,,visible,,,,,1,,0,,,203.90,,,,,PF2,,,Size / Width,1200mm x 25m,1,1,,,,,,,,,,,,,,,,,,,,,1:203.90;2-4:187.59;5:173.32,,,,,,,,,,,PF2
variation,PF2-600mmx25m,Regusign PF2:: 600mm x 25m,1,,visible,,,,,1,,0,,,101.95,,,,,PF2,,,Size / Width,600mm x 25m,1,1,,,,,,,,,,,,,,,,,,,,,1:101.95;2-4:93.80;5:86.66,,,,,,,,,,,PF2
variation,S41-625mmx25m,ASLAN S41 :: 625mm x 25m,1,,visible,,,,,1,,0,,,117.50,,,,,S41,,,Size / Width,625mm x 25m,1,1,,,,,,,,,,,,,,,,,,,,,117.50,,,,,,,,,,,S41
variation,S41-1250mmx25m,ASLAN S41 :: 1250mm x 25m,1,,visible,,,,,1,,0,,,235.00,,,,,S41,,,Size / Width,1250mm x 25m,1,1,,,,,,,,,,,,,,,,,,,,,235.00,,,,,,,,,,,S41
variation,S64-625mmWidth,ASLAN S64 :: 625mm Width,1,,visible,,,,,1,,0,,,9.15,,,,,S64,,,Size / Width,625mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:9.15; 25-49:7.87;50:7.24,,,,,,,,,,,S64
variation,S64-1250mmWidth,ASLAN S64 :: 1250mm Width,1,,visible,,,,,1,,0,,,18.30,,,,,S64,,,Size / Width,1250mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:18.30;25-49:15.74;50:14.48,,,,,,,,,,,S64
variation,S66-625mmWidth,ASLAN S66 :: 625mm Width,1,,visible,,,,,1,,0,,,6.73,,,,,S66,,,Size / Width,625mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:6.73;25:5.92,,,,,,,,,,,S66
variation,S66-1250mmWidth,ASLAN S66 :: 1250mm Width,1,,visible,,,,,1,,0,,,13.46,,,,,S66,,,Size / Width,1250mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:13.46;25:11.84,,,,,,,,,,,S66
variation,S68-625mmWidth,ASLAN S68 :: 625mm Width,1,,visible,,,,,1,,0,,,5.64,,,,,S68,,,Size / Width,625mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:5.64;25:4.97,,,,,,,,,,,S68
variation,S68-1250mmWidth,ASLAN S68 :: 1250mm Width,1,,visible,,,,,1,,0,,,11.28,,,,,S68,,,Size / Width,1250mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:11.28;25:9.94,,,,,,,,,,,S68
variation,S79-625mmWidth,ASLAN S79 :: 625mm Width,1,,visible,,,,,1,,0,,,,,,,,S79,,,Size / Width,625mm Width,1,1,,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,,,,,S79
variation,S79-1250mmWidth,ASLAN S79 :: 1250mm Width,1,,visible,,,,,1,,0,,,,,,,,S79,,,Size / Width,1250mm Width,1,1,,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,,,,,S79
variation,PTA-610mmWide,Ritrama PTA Silver Etch :: 610mm Wide,1,,visible,,,,,1,,0,,,4.10,,,,,PTA,,,Size / Width,610mm Wide,1,1,,,,,,,,,,,,,,,,,,,,,1-49:4.10;50:3.69,,,,,,,,,,,PTA
variation,PTA-1220mmWide,Ritrama PTA Silver Etch :: 1220mm Wide,1,,visible,,,,,1,,0,,,8.20,,,,,PTA,,,Size / Width,1220mm Wide,1,1,,,,,,,,,,,,,,,,,,,,,1-49:8.20;50:7.38,,,,,,,,,,,PTA
variation,PTA-1520mmWide,Ritrama PTA Silver Etch :: 1520mm Wide,1,,visible,,,,,1,,0,,,10.20,,,,,PTA,,,Size / Width,1520mm Wide,1,1,,,,,,,,,,,,,,,,,,,,,1-49:10.20;50:9.18,,,,,,,,,,,PTA
variation,1004-625mmWidth,ASLAN Blockout Film :: 625mm Width,1,,visible,,,,,1,,0,,,11.00,,,,,1004,,,Size / Width,625mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:11.00; 25:9.90,,,,,,,,,,,1004
variation,1004-1250mmWidth,ASLAN Blockout Film :: 1250mm Width,1,,visible,,,,,1,,0,,,22.00,,,,,1004,,,Size / Width,1250mm Width,1,1,,,,,,,,,,,,,,,,,,,,,1-24:22.00; 25:19.80,,,,,,,,,,,1004
