timestamp,parent_id,action,detail
2026-07-15T13:17:09+00:00,495,simple,"13119K1250 @25.84/m"
2026-07-15T13:17:09+00:00,496,retire-variation,"#1713 sku=13122-sz01"
2026-07-15T13:17:09+00:00,496,retire-variation,"#1714 sku=13122-sz02"
2026-07-15T13:17:09+00:00,496,simple,"13122K1220 @23.36/m"
2026-07-15T13:17:09+00:00,497,retire-variation,"#1715 sku=13123-sz01"
2026-07-15T13:17:09+00:00,497,retire-variation,"#1716 sku=13123-sz02"
2026-07-15T13:17:09+00:00,497,simple,"13123K1220 @23.36/m"
2026-07-15T13:17:09+00:00,498,retire-variation,"#1717 sku=13124-sz01"
2026-07-15T13:17:09+00:00,498,retire-variation,"#1718 sku=13124-sz02"
2026-07-15T13:17:09+00:00,498,simple,"13124K1250 @25.84/m"
2026-07-15T13:17:09+00:00,499,retire-variation,"#1719 sku=13125-sz01"
2026-07-15T13:17:09+00:00,499,retire-variation,"#1720 sku=13125-sz02"
2026-07-15T13:17:09+00:00,499,simple,"13125K1250 @25.84/m"
2026-07-15T13:17:09+00:00,500,retire-variation,"#1721 sku=13126-sz01"
2026-07-15T13:17:09+00:00,500,retire-variation,"#1722 sku=13126-sz02"
2026-07-15T13:17:09+00:00,500,simple,"13126K1250 @25.84/m"
2026-07-15T13:17:09+00:00,501,retire-variation,"#1723 sku=13127-sz01"
2026-07-15T13:17:09+00:00,501,retire-variation,"#1724 sku=13127-sz02"
2026-07-15T13:17:09+00:00,501,simple,"131271370 @21.9/m"
2026-07-15T13:17:09+00:00,502,retire-variation,"#1725 sku=13128-sz01"
2026-07-15T13:17:09+00:00,502,retire-variation,"#1726 sku=13128-sz02"
2026-07-15T13:17:09+00:00,502,simple,"131281370 @21.9/m"
2026-07-15T13:17:09+00:00,503,retire-variation,"#1727 sku=13129-sz01"
2026-07-15T13:17:09+00:00,503,retire-variation,"#1728 sku=13129-sz02"
2026-07-15T13:17:09+00:00,503,simple,"13129K1250 @25.84/m"
2026-07-15T13:17:09+00:00,515,retire-variation,"#1729 sku=13158-sz01"
2026-07-15T13:17:09+00:00,515,retire-variation,"#1730 sku=13158-sz02"
2026-07-15T13:17:09+00:00,515,simple,"13158K1250 @25.84/m"
2026-07-15T13:17:09+00:00,536,retire-variation,"#1753 sku=4212500"
2026-07-15T13:17:09+00:00,536,retire-variation,"#1754 sku=4212-sz02"
2026-07-15T13:17:09+00:00,536,simple,"4212500 @9.65/m"
2026-07-15T13:17:09+00:00,537,retire-variation,"#1755 sku=4213500"
2026-07-15T13:17:09+00:00,537,retire-variation,"#1756 sku=4213-sz02"
2026-07-15T13:17:09+00:00,537,simple,"4213500 @9.65/m"
2026-07-15T13:17:09+00:00,539,retire-variation,"#1759 sku=PG423-sz01"
2026-07-15T13:17:09+00:00,539,retire-variation,"#1760 sku=PG423-sz02"
2026-07-15T13:17:09+00:00,539,simple,"PG423 @9.97/m"
2026-07-15T13:17:09+00:00,540,retire-variation,"#1761 sku=PG424-sz01"
2026-07-15T13:17:09+00:00,540,retire-variation,"#1762 sku=PG424-sz02"
2026-07-15T13:17:09+00:00,540,simple,"PG424 @9.97/m"
2026-07-15T13:17:09+00:00,541,retire-variation,"#1763 sku=PG425-sz01"
2026-07-15T13:17:09+00:00,541,retire-variation,"#1764 sku=PG425-sz02"
2026-07-15T13:17:09+00:00,541,simple,"PG425 @9.97/m"
2026-07-15T13:17:09+00:00,542,retire-variation,"#1765 sku=PG428-sz01"
2026-07-15T13:17:09+00:00,542,retire-variation,"#1766 sku=PG428-sz02"
2026-07-15T13:17:09+00:00,542,simple,"PG428 @9.97/m"
2026-07-15T13:17:09+00:00,543,retire-variation,"#1767 sku=4280-sz01"
2026-07-15T13:17:09+00:00,543,retire-variation,"#1768 sku=4280-sz02"
2026-07-15T13:17:09+00:00,543,simple,"4280500 @10.27/m"
2026-07-15T13:17:09+00:00,544,retire-variation,"#1769 sku=4281-sz01"
2026-07-15T13:17:09+00:00,544,retire-variation,"#1770 sku=4281-sz02"
2026-07-15T13:17:09+00:00,544,simple,"4281500 @10.27/m"
2026-07-15T13:17:09+00:00,545,retire-variation,"#1771 sku=4282-sz01"
2026-07-15T13:17:10+00:00,545,retire-variation,"#1772 sku=4282-sz02"
2026-07-15T13:17:10+00:00,545,simple,"4282500 @10.27/m"
2026-07-15T13:17:10+00:00,546,retire-variation,"#1773 sku=PG432-sz01"
2026-07-15T13:17:10+00:00,546,retire-variation,"#1774 sku=PG432-sz02"
2026-07-15T13:17:10+00:00,546,simple,"PG432 @9.97/m"
2026-07-15T13:17:10+00:00,547,retire-variation,"#1775 sku=434500"
2026-07-15T13:17:10+00:00,547,retire-variation,"#1776 sku=434-sz02"
2026-07-15T13:17:10+00:00,547,simple,"434500 @7.73/m"
2026-07-15T13:17:10+00:00,548,retire-variation,"#1777 sku=435500"
2026-07-15T13:17:10+00:00,548,retire-variation,"#1778 sku=435-sz02"
2026-07-15T13:17:10+00:00,548,simple,"435500 @7.73/m"
2026-07-15T13:17:10+00:00,549,retire-variation,"#1779 sku=438500"
2026-07-15T13:17:10+00:00,549,retire-variation,"#1780 sku=438-sz02"
2026-07-15T13:17:10+00:00,549,simple,"438500 @7.73/m"
2026-07-15T13:17:10+00:00,550,retire-variation,"#1781 sku=439500"
2026-07-15T13:17:10+00:00,550,retire-variation,"#1782 sku=439-sz02"
2026-07-15T13:17:10+00:00,550,simple,"439500 @7.73/m"
2026-07-15T13:17:10+00:00,551,retire-variation,"#1783 sku=PG444-sz01"
2026-07-15T13:17:10+00:00,551,retire-variation,"#1784 sku=PG444-sz02"
2026-07-15T13:17:10+00:00,551,simple,"PG444 @9.97/m"
2026-07-15T13:17:10+00:00,552,retire-variation,"#1785 sku=PG450-sz01"
2026-07-15T13:17:10+00:00,552,retire-variation,"#1786 sku=PG450-sz02"
2026-07-15T13:17:10+00:00,552,simple,"PG450 @9.97/m"
2026-07-15T13:17:10+00:00,556,retire-variation,"#1793 sku=PG451-sz01"
2026-07-15T13:17:10+00:00,556,retire-variation,"#1794 sku=PG451-sz02"
2026-07-15T13:17:10+00:00,556,simple,"PG451 @9.97/m"
2026-07-15T13:17:10+00:00,559,retire-variation,"#1799 sku=PG454-sz01"
2026-07-15T13:17:10+00:00,559,retire-variation,"#1800 sku=PG454-sz02"
2026-07-15T13:17:10+00:00,559,simple,"PG454 @9.97/m"
2026-07-15T13:17:10+00:00,560,retire-variation,"#1801 sku=PG455-sz01"
2026-07-15T13:17:10+00:00,560,retire-variation,"#1802 sku=PG455-sz02"
2026-07-15T13:17:10+00:00,560,simple,"PG455 @9.97/m"
2026-07-15T13:17:10+00:00,561,retire-variation,"#1803 sku=PG456-sz01"
2026-07-15T13:17:10+00:00,561,retire-variation,"#1804 sku=PG456-sz02"
2026-07-15T13:17:10+00:00,561,simple,"PG456 @9.97/m"
2026-07-15T13:17:10+00:00,562,retire-variation,"#1805 sku=PG458-sz01"
2026-07-15T13:17:10+00:00,562,retire-variation,"#1806 sku=PG458-sz02"
2026-07-15T13:17:10+00:00,562,simple,"PG458 @9.97/m"
2026-07-15T13:17:10+00:00,563,retire-variation,"#1807 sku=PG459-sz01"
2026-07-15T13:17:10+00:00,563,retire-variation,"#1808 sku=PG459-sz02"
2026-07-15T13:17:10+00:00,563,simple,"PG459 @9.97/m"
2026-07-15T13:17:10+00:00,576,retire-variation,"#1823 sku=4808500"
2026-07-15T13:17:10+00:00,576,retire-variation,"#1824 sku=4808-sz02"
2026-07-15T13:17:10+00:00,576,simple,"4808500 @8.07/m"
2026-07-15T13:17:10+00:00,578,retire-variation,"#1827 sku=4901-sz01"
2026-07-15T13:17:10+00:00,578,retire-variation,"#1828 sku=4901-sz02"
2026-07-15T13:17:10+00:00,578,simple,"4901500 @6.64/m"
2026-07-15T13:17:10+00:00,579,retire-variation,"#1829 sku=4902-sz01"
2026-07-15T13:17:10+00:00,579,retire-variation,"#1830 sku=4902-sz02"
2026-07-15T13:17:10+00:00,579,simple,"4902500 @6.64/m"
2026-07-15T13:17:10+00:00,580,retire-variation,"#1831 sku=4903500"
2026-07-15T13:17:10+00:00,580,retire-variation,"#1832 sku=4903-sz02"
2026-07-15T13:17:10+00:00,580,simple,"4903500 @7.37/m"
2026-07-15T13:17:10+00:00,581,retire-variation,"#1833 sku=4904-sz01"
2026-07-15T13:17:10+00:00,581,retire-variation,"#1834 sku=4904-sz02"
2026-07-15T13:17:10+00:00,581,simple,"4904500 @6.64/m"
2026-07-15T13:17:10+00:00,582,retire-variation,"#1835 sku=4905-sz01"
2026-07-15T13:17:10+00:00,582,retire-variation,"#1836 sku=4905-sz02"
2026-07-15T13:17:10+00:00,582,simple,"4905500 @6.64/m"
2026-07-15T13:17:10+00:00,583,retire-variation,"#1837 sku=4906-sz01"
2026-07-15T13:17:10+00:00,583,retire-variation,"#1838 sku=4906-sz02"
2026-07-15T13:17:10+00:00,583,simple,"4906500 @6.64/m"
2026-07-15T13:17:10+00:00,584,retire-variation,"#1839 sku=4908-sz01"
2026-07-15T13:17:10+00:00,584,retire-variation,"#1840 sku=4908-sz02"
2026-07-15T13:17:10+00:00,584,simple,"4908500 @6.64/m"
2026-07-15T13:17:10+00:00,585,retire-variation,"#1841 sku=4909-sz01"
2026-07-15T13:17:10+00:00,585,retire-variation,"#1842 sku=4909-sz02"
2026-07-15T13:17:10+00:00,585,simple,"4909500 @6.64/m"
2026-07-15T13:17:10+00:00,586,retire-variation,"#1843 sku=4910-sz01"
2026-07-15T13:17:10+00:00,586,retire-variation,"#1844 sku=4910-sz02"
2026-07-15T13:17:10+00:00,586,simple,"4910500 @6.64/m"
2026-07-15T13:17:10+00:00,587,retire-variation,"#1845 sku=4912-sz01"
2026-07-15T13:17:10+00:00,587,retire-variation,"#1846 sku=4912-sz02"
2026-07-15T13:17:10+00:00,587,simple,"4912500 @6.64/m"
2026-07-15T13:17:10+00:00,588,retire-variation,"#1847 sku=4914-sz01"
2026-07-15T13:17:10+00:00,588,retire-variation,"#1848 sku=4914-sz02"
2026-07-15T13:17:10+00:00,588,simple,"4914500 @6.64/m"
2026-07-15T13:17:10+00:00,589,retire-variation,"#1849 sku=4915-sz01"
2026-07-15T13:17:10+00:00,589,retire-variation,"#1850 sku=4915-sz02"
2026-07-15T13:17:10+00:00,589,simple,"4915500 @6.64/m"
2026-07-15T13:17:10+00:00,590,retire-variation,"#1851 sku=4916-sz01"
2026-07-15T13:17:10+00:00,590,retire-variation,"#1852 sku=4916-sz02"
2026-07-15T13:17:10+00:00,590,simple,"4916500 @6.64/m"
2026-07-15T13:17:10+00:00,591,retire-variation,"#1853 sku=4917-sz01"
2026-07-15T13:17:10+00:00,591,retire-variation,"#1854 sku=4917-sz02"
2026-07-15T13:17:10+00:00,591,simple,"4917500 @6.64/m"
2026-07-15T13:17:10+00:00,592,retire-variation,"#1855 sku=4918-sz01"
2026-07-15T13:17:10+00:00,592,retire-variation,"#1856 sku=4918-sz02"
2026-07-15T13:17:10+00:00,592,simple,"4918500 @6.64/m"
2026-07-15T13:17:10+00:00,593,retire-variation,"#1857 sku=4919-sz01"
2026-07-15T13:17:10+00:00,593,retire-variation,"#1858 sku=4919-sz02"
2026-07-15T13:17:10+00:00,593,simple,"4919500 @6.64/m"
2026-07-15T13:17:10+00:00,594,retire-variation,"#1859 sku=4920500"
2026-07-15T13:17:10+00:00,594,retire-variation,"#1860 sku=4920-sz02"
2026-07-15T13:17:10+00:00,594,simple,"4920500 @6.99/m"
2026-07-15T13:17:10+00:00,595,retire-variation,"#1861 sku=4922500"
2026-07-15T13:17:10+00:00,595,retire-variation,"#1862 sku=4922-sz02"
2026-07-15T13:17:10+00:00,595,simple,"4922500 @6.99/m"
2026-07-15T13:17:10+00:00,596,retire-variation,"#1863 sku=4924500"
2026-07-15T13:17:10+00:00,596,retire-variation,"#1864 sku=4924-sz02"
2026-07-15T13:17:10+00:00,596,simple,"4924500 @6.99/m"
2026-07-15T13:17:10+00:00,597,retire-variation,"#1865 sku=4925500"
2026-07-15T13:17:10+00:00,597,retire-variation,"#1866 sku=4925-sz02"
2026-07-15T13:17:10+00:00,597,simple,"4925500 @6.99/m"
2026-07-15T13:17:10+00:00,598,retire-variation,"#1867 sku=4926500"
2026-07-15T13:17:10+00:00,598,retire-variation,"#1868 sku=4926-sz02"
2026-07-15T13:17:10+00:00,598,simple,"4926500 @6.99/m"
2026-07-15T13:17:10+00:00,599,retire-variation,"#1869 sku=4927500"
2026-07-15T13:17:10+00:00,599,retire-variation,"#1870 sku=4927-sz02"
2026-07-15T13:17:10+00:00,599,simple,"4927500 @6.99/m"
2026-07-15T13:17:10+00:00,600,retire-variation,"#1871 sku=4928500"
2026-07-15T13:17:10+00:00,600,retire-variation,"#1872 sku=4928-sz02"
2026-07-15T13:17:10+00:00,600,simple,"4928500 @6.99/m"
2026-07-15T13:17:10+00:00,601,retire-variation,"#1873 sku=4929-sz01"
2026-07-15T13:17:10+00:00,601,retire-variation,"#1874 sku=4929-sz02"
2026-07-15T13:17:10+00:00,601,simple,"4929500 @6.64/m"
2026-07-15T13:17:10+00:00,603,retire-variation,"#1877 sku=4940500"
2026-07-15T13:17:10+00:00,603,retire-variation,"#1878 sku=4940-sz02"
2026-07-15T13:17:10+00:00,603,simple,"4940500 @7.37/m"
2026-07-15T13:17:10+00:00,604,retire-variation,"#1879 sku=4941500"
2026-07-15T13:17:10+00:00,604,retire-variation,"#1880 sku=4941-sz02"
2026-07-15T13:17:10+00:00,604,simple,"4941500 @7.37/m"
2026-07-15T13:17:10+00:00,605,retire-variation,"#1881 sku=4942500"
2026-07-15T13:17:11+00:00,605,retire-variation,"#1882 sku=4942-sz02"
2026-07-15T13:17:11+00:00,605,simple,"4942500 @7.37/m"
2026-07-15T13:17:11+00:00,606,retire-variation,"#1883 sku=4943500"
2026-07-15T13:17:11+00:00,606,retire-variation,"#1884 sku=4943-sz02"
2026-07-15T13:17:11+00:00,606,simple,"4943500 @7.37/m"
2026-07-15T13:17:11+00:00,607,retire-variation,"#1885 sku=4944500"
2026-07-15T13:17:11+00:00,607,retire-variation,"#1886 sku=4944-sz02"
2026-07-15T13:17:11+00:00,607,simple,"4944500 @7.37/m"
2026-07-15T13:17:11+00:00,608,retire-variation,"#1887 sku=4945500"
2026-07-15T13:17:11+00:00,608,retire-variation,"#1888 sku=4945-sz02"
2026-07-15T13:17:11+00:00,608,simple,"4945500 @7.37/m"
2026-07-15T13:17:11+00:00,609,retire-variation,"#1889 sku=4951-sz01"
2026-07-15T13:17:11+00:00,609,retire-variation,"#1890 sku=4951-sz02"
2026-07-15T13:17:11+00:00,609,simple,"4951500 @6.64/m"
2026-07-15T13:17:11+00:00,610,retire-variation,"#1891 sku=4952-sz01"
2026-07-15T13:17:11+00:00,610,retire-variation,"#1892 sku=4952-sz02"
2026-07-15T13:17:11+00:00,610,simple,"4952500 @6.64/m"
2026-07-15T13:17:11+00:00,611,retire-variation,"#1893 sku=4953-sz01"
2026-07-15T13:17:11+00:00,611,retire-variation,"#1894 sku=4953-sz02"
2026-07-15T13:17:11+00:00,611,simple,"4953500 @6.64/m"
2026-07-15T13:17:11+00:00,612,retire-variation,"#1895 sku=4954-sz01"
2026-07-15T13:17:11+00:00,612,retire-variation,"#1896 sku=4954-sz02"
2026-07-15T13:17:11+00:00,612,simple,"4954500 @6.64/m"
2026-07-15T13:17:11+00:00,613,retire-variation,"#1897 sku=4955-sz01"
2026-07-15T13:17:11+00:00,613,retire-variation,"#1898 sku=4955-sz02"
2026-07-15T13:17:11+00:00,613,simple,"4955500 @6.64/m"
2026-07-15T13:17:11+00:00,614,retire-variation,"#1899 sku=4956500"
2026-07-15T13:17:11+00:00,614,retire-variation,"#1900 sku=4956-sz02"
2026-07-15T13:17:11+00:00,614,simple,"4956500 @6.99/m"
2026-07-15T13:17:11+00:00,615,retire-variation,"#1901 sku=4957500"
2026-07-15T13:17:11+00:00,615,retire-variation,"#1902 sku=4957-sz02"
2026-07-15T13:17:11+00:00,615,simple,"4957500 @6.99/m"
2026-07-15T13:17:11+00:00,616,retire-variation,"#1903 sku=4958-sz01"
2026-07-15T13:17:11+00:00,616,retire-variation,"#1904 sku=4958-sz02"
2026-07-15T13:17:11+00:00,616,simple,"4958500 @6.64/m"
2026-07-15T13:17:11+00:00,617,retire-variation,"#1905 sku=4961-sz01"
2026-07-15T13:17:11+00:00,617,retire-variation,"#1906 sku=4961-sz02"
2026-07-15T13:17:11+00:00,617,simple,"4961500 @6.64/m"
2026-07-15T13:17:11+00:00,618,retire-variation,"#1907 sku=4962-sz01"
2026-07-15T13:17:11+00:00,618,retire-variation,"#1908 sku=4962-sz02"
2026-07-15T13:17:11+00:00,618,simple,"4962500 @6.64/m"
2026-07-15T13:17:11+00:00,619,retire-variation,"#1909 sku=4965-sz01"
2026-07-15T13:17:11+00:00,619,retire-variation,"#1910 sku=4965-sz02"
2026-07-15T13:17:11+00:00,619,simple,"4965500 @6.64/m"
2026-07-15T13:17:11+00:00,620,retire-variation,"#1911 sku=4967-sz01"
2026-07-15T13:17:11+00:00,620,retire-variation,"#1912 sku=4967-sz02"
2026-07-15T13:17:11+00:00,620,simple,"4967500 @6.64/m"
2026-07-15T13:17:11+00:00,621,retire-variation,"#1913 sku=4968-sz01"
2026-07-15T13:17:11+00:00,621,retire-variation,"#1914 sku=4968-sz02"
2026-07-15T13:17:11+00:00,621,simple,"4968500 @6.64/m"
2026-07-15T13:17:11+00:00,622,retire-variation,"#1915 sku=4973-sz01"
2026-07-15T13:17:11+00:00,622,retire-variation,"#1916 sku=4973-sz02"
2026-07-15T13:17:11+00:00,622,simple,"4973500 @6.64/m"
2026-07-15T13:17:11+00:00,623,retire-variation,"#1917 sku=4975-sz01"
2026-07-15T13:17:11+00:00,623,retire-variation,"#1918 sku=4975-sz02"
2026-07-15T13:17:11+00:00,623,simple,"4975500 @6.64/m"
2026-07-15T13:17:11+00:00,624,retire-variation,"#1919 sku=4977-sz01"
2026-07-15T13:17:11+00:00,624,retire-variation,"#1920 sku=4977-sz02"
2026-07-15T13:17:11+00:00,624,simple,"4977500 @6.64/m"
2026-07-15T13:17:11+00:00,625,retire-variation,"#1921 sku=4987500"
2026-07-15T13:17:11+00:00,625,retire-variation,"#1922 sku=4987-sz02"
2026-07-15T13:17:11+00:00,625,simple,"4987500 @7.37/m"
2026-07-15T13:17:11+00:00,635,retire-variation,"#1949 sku=6978-sz01"
2026-07-15T13:17:11+00:00,635,retire-variation,"#1950 sku=6978-sz02"
2026-07-15T13:17:11+00:00,635,simple,"6978500 @6.64/m"
2026-07-15T13:17:11+00:00,636,retire-variation,"#1951 sku=6985-sz01"
2026-07-15T13:17:11+00:00,636,retire-variation,"#1952 sku=6985-sz02"
2026-07-15T13:17:11+00:00,636,simple,"6985500 @6.64/m"
2026-07-15T13:17:11+00:00,637,retire-variation,"#1953 sku=6986-sz01"
2026-07-15T13:17:11+00:00,637,retire-variation,"#1954 sku=6986-sz02"
2026-07-15T13:17:11+00:00,637,simple,"6986500 @6.64/m"
2026-07-15T13:17:11+00:00,638,retire-variation,"#1955 sku=6988-sz01"
