product_id,type,site_sku,site_price,status,sage_price,sage_desc,note
456,product,123561370,40.88,MATCH,40.88,"ASLAN SC12356 RED SPARKLE COLOUR 1370MM",
456,product,123561370,40.88,MATCH,40.88,"ASLAN SC12356 RED SPARKLE COLOUR 1370MM",
457,product,123581370,40.88,MATCH,40.88,"ASLAN SC12358 BLACK SPARKLE COLOUR 1370MM",
457,product,123581370,40.88,MATCH,40.88,"ASLAN SC12358 BLACK SPARKLE COLOUR 1370MM",
458,product,123811370,40.88,MATCH,40.88,"ASLAN SC12381 BABY BLUE SPARKLE COLOUR 1370MM",
458,product,123811370,40.88,MATCH,40.88,"ASLAN SC12381 BABY BLUE SPARKLE COLOUR 1370MM",
459,product,123861370,40.88,MATCH,40.88,"ASLAN SC12386 ROSE GOLD SPARKLE COLOUR 1370MM",
459,product,123861370,40.88,MATCH,40.88,"ASLAN SC12386 ROSE GOLD SPARKLE COLOUR 1370MM",
460,product,123881370,40.88,MATCH,40.88,"ASLAN SC12388 WHITE SPARKLE COLOUR 1370MM",
460,product,123881370,40.88,MATCH,40.88,"ASLAN SC12388 WHITE SPARKLE COLOUR 1370MM",
461,product,123891370,40.88,MATCH,40.88,"ASLAN SC12389 ROYAL BLUE SPARKLE COLOUR 1370MM",
461,product,123891370,40.88,MATCH,40.88,"ASLAN SC12389 ROYAL BLUE SPARKLE COLOUR 1370MM",
462,product,123901370,40.88,MATCH,40.88,"ASLAN SC12390 CHAMPAGNE SPARKLE COLOUR 1370MM",
462,product,123901370,40.88,MATCH,40.88,"ASLAN SC12390 CHAMPAGNE SPARKLE COLOUR 1370MM",
463,product,124071370,28.74,MATCH,28.74,"ASLAN CC12407 ANTHRACITE CARESS COLOUR 1370MM",
463,product,124071370,28.74,MATCH,28.74,"ASLAN CC12407 ANTHRACITE CARESS COLOUR 1370MM",
464,product,124081370,28.74,MATCH,28.74,"ASLAN CC12408 WHITE CARESS COLOUR 1370MM",
464,product,124081370,28.74,MATCH,28.74,"ASLAN CC12408 WHITE CARESS COLOUR 1370MM",
465,product,124091370,28.74,MATCH,28.74,"ASLAN CC12409 RED CARESS COLOUR 1370MM",
465,product,124091370,28.74,MATCH,28.74,"ASLAN CC12409 RED CARESS COLOUR 1370MM",
466,product,124131370,28.74,MATCH,28.74,"ASLAN CC12413 BLUE CARESS COLOUR 1370MM",
466,product,124131370,28.74,MATCH,28.74,"ASLAN CC12413 BLUE CARESS COLOUR 1370MM",
467,product,124181370,28.74,MATCH,28.74,"ASLAN CC12418 BLACK CARESS COLOUR 1370MM",
467,product,124181370,28.74,MATCH,28.74,"ASLAN CC12418 BLACK CARESS COLOUR 1370MM",
468,product,124191370,28.74,MATCH,28.74,"ASLAN CC12419 LEMON CARESS COLOUR 1370MM",
468,product,124191370,28.74,MATCH,28.74,"ASLAN CC12419 LEMON CARESS COLOUR 1370MM",
469,product,124201370,28.74,MATCH,28.74,"ASLAN CC12420 NEON YELLOW CARESS COLOUR 1370MM",
469,product,124201370,28.74,MATCH,28.74,"ASLAN CC12420 NEON YELLOW CARESS COLOUR 1370MM",
470,product,124221370,28.74,MATCH,28.74,"ASLAN CC12422 ORANGE CARESS COLOUR 1370MM",
470,product,124221370,28.74,MATCH,28.74,"ASLAN CC12422 ORANGE CARESS COLOUR 1370MM",
471,product,124231370,28.74,MATCH,28.74,"ASLAN CC12423 MAGENTA CARESS COLOUR 1370MM",
471,product,124231370,28.74,MATCH,28.74,"ASLAN CC12423 MAGENTA CARESS COLOUR 1370MM",
477,product,124251370,28.74,MATCH,28.74,"ASLAN CC12425 NEON GREEN CARESS COLOUR 1370MM",
477,product,124251370,28.74,MATCH,28.74,"ASLAN CC12425 NEON GREEN CARESS COLOUR 1370MM",
478,product,124271370,28.74,MATCH,28.74,"ASLAN CC12427 GREY CARESS COLOUR 1370MM",
478,product,124271370,28.74,MATCH,28.74,"ASLAN CC12427 GREY CARESS COLOUR 1370MM",
479,product,124401370,28.74,MATCH,28.74,"ASLAN CC12440 GREEN CARESS COLOUR 1370MM",
479,product,124401370,28.74,MATCH,28.74,"ASLAN CC12440 GREEN CARESS COLOUR 1370MM",
480,product,124921370,28.74,MATCH,28.74,"ASLAN CC12492 NEON ORANGE CARESS COLOUR 1370MM",
480,product,124921370,28.74,MATCH,28.74,"ASLAN CC12492 NEON ORANGE CARESS COLOUR 1370MM",
494,product,13117K1250,25.84,MATCH,25.84,"ASLAN CA30 13117K  PRINT METAL GOLD 1250MM",
494,product,13117K1250,25.84,MATCH,25.84,"ASLAN CA30 13117K  PRINT METAL GOLD 1250MM",
495,product,13119K1250,25.84,MATCH,25.84,"ASLAN CA30 13119K PRINT METAL SILVER 1250MM",
495,product,13119K1250,25.84,MATCH,25.84,"ASLAN CA30 13119K PRINT METAL SILVER 1250MM",
496,product,13122K1220,23.36,MATCH,23.36,"ASLAN CA25 13122K STEEL METALISED FILM 1220M",
496,product,13122K1220,23.36,MATCH,23.36,"ASLAN CA25 13122K STEEL METALISED FILM 1220M",
497,product,13123K1220,23.36,MATCH,23.36,"ASLAN CA25 13123K GUN METAL METALISED FILM 1220MM",
497,product,13123K1220,23.36,MATCH,23.36,"ASLAN CA25 13123K GUN METAL METALISED FILM 1220MM",
498,product,13124K1250,25.84,MATCH,25.84,"ASLAN CA30 13124K PRINT METALLIC BRUSHED ALUMINIUM 1250MM",
498,product,13124K1250,25.84,MATCH,25.84,"ASLAN CA30 13124K PRINT METALLIC BRUSHED ALUMINIUM 1250MM",
499,product,13125K1250,25.84,MATCH,25.84,"ASLAN CA30 13125K PRINT METALLIC BRUSHED COPPER 1250MM",
499,product,13125K1250,25.84,MATCH,25.84,"ASLAN CA30 13125K PRINT METALLIC BRUSHED COPPER 1250MM",
500,product,13126K1250,25.84,MATCH,25.84,"ASLAN CA30 13126K PRINT METALLIC BRUSHED GOLD 1250MM",
500,product,13126K1250,25.84,MATCH,25.84,"ASLAN CA30 13126K PRINT METALLIC BRUSHED GOLD 1250MM",
501,product,131271370,21.9,MATCH,21.9,"ASLAN CRA31 13127 SILVER 70% PCRP 1370MM",
501,product,131271370,21.9,MATCH,21.9,"ASLAN CRA31 13127 SILVER 70% PCRP 1370MM",
502,product,131281370,21.9,MATCH,21.9,"ASLAN CRA31 13128 GOLD 70% PCRP 1370MM",
502,product,131281370,21.9,MATCH,21.9,"ASLAN CRA31 13128 GOLD 70% PCRP 1370MM",
503,product,13129K1250,25.84,MATCH,25.84,"ASLAN CA30 13129K PRINT METALLIC BRUSHED STEEL 1250MM",
503,product,13129K1250,25.84,MATCH,25.84,"ASLAN CA30 13129K PRINT METALLIC BRUSHED STEEL 1250MM",
504,product,13136,19.48,NOT_IN_SAGE,,,"plain code not in Sage"
505,product,13140S1370,29.30,MATCH,29.3,"ASLAN SE70 13140S NEBULA TRANSPARENT DICHROIC FILM 1370MM",
506,product,13141S1370,29.30,MATCH,29.3,"ASLAN SE70 13141S SOLAR TRANSPARENT DICHROIC FILM 1370MM",
509,product,13144S,30.20,NOT_IN_SAGE,,,"plain code not in Sage"
510,product,13145S,30.20,NOT_IN_SAGE,,,"plain code not in Sage"
511,product,13150S1010,14.24,MATCH,14.24,"ASLAN SE72 13150S SILVER HOLOGRAPHIC PET FILM 1010MM",
512,product,13152S1010,14.24,MATCH,14.24,"ASLAN SE74 13152S SILVER HOLOSTRIPE PET FILM 1010MM",
513,product,13155S1370,37.54,MATCH,37.54,"ASLAN SE77 13155S LUNA TRANSLUCENT DICHROIC FILM 1370MM",
514,product,13156S1370,37.54,MATCH,37.54,"ASLAN SE77 13156S NOVA TRANSLUCENT DICHROIC FILM 1370MM",
515,product,13158K1250,25.84,MATCH,25.84,"ASLAN CA30 13158K PRINT METAL ROSE GOLD 1250MM",
515,product,13158K1250,25.84,MATCH,25.84,"ASLAN CA30 13158K PRINT METAL ROSE GOLD 1250MM",
518,product,180,11.56,NOT_IN_SAGE,,,"plain code not in Sage"
519,product,200,11.56,NOT_IN_SAGE,,,"plain code not in Sage"
520,product,210,11.56,NOT_IN_SAGE,,,"plain code not in Sage"
521,product,250,11.56,NOT_IN_SAGE,,,"plain code not in Sage"
522,product,310,11.56,NOT_IN_SAGE,,,"plain code not in Sage"
525,product,320,11.56,NOT_IN_SAGE,,,"plain code not in Sage"
526,product,S.5,2.50,MATCH,2.5,"3M BLUE SQUEEGEE FOR WRAPPING",
527,product,KNIF3,38.75,MATCH,38.75,"3M KNIFELESS TAPE BRIDGE LINE 12.7MM X 50M",
528,product,KNIF,32.50,MATCH,32.5,"3M KNIFELESS TAPE DESIGN LINE 3.5MM X 50M",
529,product,KNIF2,32.50,MATCH,32.5,"3M KNIFELESS TAPE FINISH LINE 3.5MM X 50M",
530,product,S.4,3.60,MATCH,3.6,"3M GOLD SQUEEGEES",
531,product,400,11.56,NOT_IN_SAGE,,,"plain code not in Sage"
532,product,4000RLA1220,145.90,MATCH,145.9,"CONFORM 4000RLA LOW TACK APPLICATION TAPE 1220MM X 100M",
533,product,4050RLA1520,177.10,MATCH,177.1,"CONFORM 4050RLA MEDIUM TACK APPLICATION TAPE 1520MM X 100M",
534,product,4075RLA1220,132.30,MATCH,132.3,"CONFORM 4075RLA HIGH TACK APPLICATION TAPE 1220MM X 91.4M",
535,product,8850STRETCH,7.51,MATCH,7.51,"PRO-FLEX  (410S YELLOW) STRETCH 500MM",
535,product,8850STRETCH,7.51,MATCH,7.51,"PRO-FLEX  (410S YELLOW) STRETCH 500MM",
536,product,4212500,9.65,MATCH,9.65,"GOLD BRIGHT METAL FLEX 4212 480MM",
536,product,4212500,9.65,MATCH,9.65,"GOLD BRIGHT METAL FLEX 4212 480MM",
537,product,4213500,9.65,MATCH,9.65,"SILVER BRIGHT METAL FLEX 4213 480MM",
537,product,4213500,9.65,MATCH,9.65,"SILVER BRIGHT METAL FLEX 4213 480MM",
539,product,PG423,9.97,MATCH,9.97,"PEARL GLITTER 423 - NAVY BLUE 500MM",
539,product,PG423,9.97,MATCH,9.97,"PEARL GLITTER 423 - NAVY BLUE 500MM",
540,product,PG424,9.97,MATCH,9.97,"PEARL GLITTER 424 - PURPLE 500MM",
540,product,PG424,9.97,MATCH,9.97,"PEARL GLITTER 424 - PURPLE 500MM",
541,product,PG425,9.97,MATCH,9.97,"PEARL GLITTER 425 - LIGHT GOLD 500MM",
541,product,PG425,9.97,MATCH,9.97,"PEARL GLITTER 425 - LIGHT GOLD 500MM",
542,product,PG428,9.97,MATCH,9.97,"PEARL GLITTER 428 - LAVENDER 500MM",
542,product,PG428,9.97,MATCH,9.97,"PEARL GLITTER 428 - LAVENDER 500MM",
543,product,4280500,10.27,MATCH,10.27,"4280 CAMOUFLAGE FLEX 500MM",
543,product,4280500,10.27,MATCH,10.27,"4280 CAMOUFLAGE FLEX 500MM",
544,product,4281500,10.27,MATCH,10.27,"4281 LEOPARD FLEX 500MM",
544,product,4281500,10.27,MATCH,10.27,"4281 LEOPARD FLEX 500MM",
545,product,4282500,10.27,MATCH,10.27,"4282 ZEBRA FLEX 500MM",
545,product,4282500,10.27,MATCH,10.27,"4282 ZEBRA FLEX 500MM",
546,product,PG432,9.97,MATCH,9.97,"PEARL GLITTER 432 - HOT PINK 500MM",
546,product,PG432,9.97,MATCH,9.97,"PEARL GLITTER 432 - HOT PINK 500MM",
547,product,434500,7.73,MATCH,7.73,"POLI-FLEX IMAGE 434 WHITE GLITTER 500MM",
547,product,434500,7.73,MATCH,7.73,"POLI-FLEX IMAGE 434 WHITE GLITTER 500MM",
548,product,435500,7.73,MATCH,7.73,"POLI-FLEX IMAGE 435 BLACK GLITTER 500MM",
548,product,435500,7.73,MATCH,7.73,"POLI-FLEX IMAGE 435 BLACK GLITTER 500MM",
549,product,438500,7.73,MATCH,7.73,"POLI-FLEX IMAGE 438 RED GLITTER 500MM",
549,product,438500,7.73,MATCH,7.73,"POLI-FLEX IMAGE 438 RED GLITTER 500MM",
550,product,439500,7.73,MATCH,7.73,"POLI-FLEX IMAGE 439 GOLD GLITTER 500MM",
550,product,439500,7.73,MATCH,7.73,"POLI-FLEX IMAGE 439 GOLD GLITTER 500MM",
551,product,PG444,9.97,MATCH,9.97,"PEARL GLITTER 444 - WHITE 500MM",
551,product,PG444,9.97,MATCH,9.97,"PEARL GLITTER 444 - WHITE 500MM",
552,product,PG450,9.97,MATCH,9.97,"PEARL GLITTER 450 - SILVER 500MM",
552,product,PG450,9.97,MATCH,9.97,"PEARL GLITTER 450 - SILVER 500MM",
553,product,SB8801500,7.97,MATCH,7.97,"PRO-FLEX SUBLI-BLOCK SB8801 (4501) WHITE 500MM",
553,product,SB8801500,7.97,MATCH,7.97,"PRO-FLEX SUBLI-BLOCK SB8801 (4501) WHITE 500MM",
554,product,SB8842500,7.97,MATCH,7.97,"PRO-FLEX SUBLI-BLOCK SB8842 (4503) LIGHT BLUE 500MM",
554,product,SB8842500,7.97,MATCH,7.97,"PRO-FLEX SUBLI-BLOCK SB8842 (4503) LIGHT BLUE 500MM",
555,product,SB8830500,7.97,MATCH,7.97,"PRO-FLEX SUBLI-BLOCK SB8830 (4508) RED 500MM",
555,product,SB8830500,7.97,MATCH,7.97,"PRO-FLEX SUBLI-BLOCK SB8830 (4508) RED 500MM",
556,product,PG451,9.97,MATCH,9.97,"PEARL GLITTER 451 - GOLD 500MM",
556,product,PG451,9.97,MATCH,9.97,"PEARL GLITTER 451 - GOLD 500MM",
557,product,SB8850500,7.97,MATCH,7.97,"PRO-FLEX SUBLI-BLOCK SB8850 (4510) YELLOW 500MM",
557,product,SB8850500,7.97,MATCH,7.97,"PRO-FLEX SUBLI-BLOCK SB8850 (4510) YELLOW 500MM",
558,product,SB8833500,7.97,MATCH,7.97,"PRO-FLEX SUBLI-BLOCK SB8833 (4515) ORANGE 500MM",
558,product,SB8833500,7.97,MATCH,7.97,"PRO-FLEX SUBLI-BLOCK SB8833 (4515) ORANGE 500MM",
559,product,PG454,9.97,MATCH,9.97,"PEARL GLITTER 454 - BLUE 500MM",
559,product,PG454,9.97,MATCH,9.97,"PEARL GLITTER 454 - BLUE 500MM",
560,product,PG455,9.97,MATCH,9.97,"PEARL GLITTER 455 - GREEN 500MM",
560,product,PG455,9.97,MATCH,9.97,"PEARL GLITTER 455 - GREEN 500MM",
561,product,PG456,9.97,MATCH,9.97,"PEARL GLITTER 456 - RED 500MM",
561,product,PG456,9.97,MATCH,9.97,"PEARL GLITTER 456 - RED 500MM",
562,product,PG458,9.97,MATCH,9.97,"PEARL GLITTER 458 - BLACK 500MM",
562,product,PG458,9.97,MATCH,9.97,"PEARL GLITTER 458 - BLACK 500MM",
563,product,PG459,9.97,MATCH,9.97,"PEARL GLITTER 459 - GREY 500MM",
563,product,PG459,9.97,MATCH,9.97,"PEARL GLITTER 459 - GREY 500MM",
564,product,8846500,6.64,MATCH,6.64,"PRO-FLEX 8846 (466 LILAC) 500MM",
564,product,8846500,6.64,MATCH,6.64,"PRO-FLEX 8846 (466 LILAC) 500MM",
565,product,8895500,6.64,MATCH,6.64,"PRO-FLEX 8895 (469 MILITARY GREEN) 500MM",
565,product,8895500,6.64,MATCH,6.64,"PRO-FLEX 8895 (469 MILITARY GREEN) 500MM",
566,product,4760RLA1370,194.70,MATCH,194.7,"CONFORM 4760RLA MED/HIGH TACK APPLICATION TAPE 1370MM X 100M",
567,product,4761RLA1370,194.70,MATCH,194.7,"CONFORM 4761RLA MED/HIGH TACK APPLICATION TAPE 1370MM X 100M",
568,product,4781500,19.85,MATCH,19.85,"POLI-FLEX 4781 3M SILVER REFLECTIVE 500MM",
569,product,4783500,12.95,MATCH,12.95,"POLI-FLEX TURBO 4783 SILVER REFLECTIVE 500MM",
570,product,4785500,13.36,MATCH,13.36,"REFLEX TURBO REFLEX BLACK FLEX FILM 500MM",
571,product,3801,8.07,MATCH,8.07,"WHITE NYLO FLEX PLUS (4801) 500MM",
571,product,3801,8.07,MATCH,8.07,"WHITE NYLO FLEX PLUS (4801) 500MM",
572,product,3810,8.07,MATCH,8.07,"BLACK NYLO FLEX PLUS (4802) 500MM",
572,product,3810,8.07,MATCH,8.07,"BLACK NYLO FLEX PLUS (4802) 500MM",
573,product,3842,8.07,MATCH,8.07,"LIGHT BLUE NYLO FLEX PLUS (4803) 500MM",
573,product,3842,8.07,MATCH,8.07,"LIGHT BLUE NYLO FLEX PLUS (4803) 500MM",
574,product,3820,8.07,MATCH,8.07,"GREEN NYLO FLEX PLUS (4804) 500MM",
574,product,3820,8.07,MATCH,8.07,"GREEN NYLO FLEX PLUS (4804) 500MM",
575,product,3840,8.07,MATCH,8.07,"ROYAL BLUE NYLO FLEX PLUS (4806) 500MM",
575,product,3840,8.07,MATCH,8.07,"ROYAL BLUE NYLO FLEX PLUS (4806) 500MM",
576,product,4808500,8.07,MATCH,8.07,"POLI-FLEX NYLO 4808 RED 500MM",
576,product,4808500,8.07,MATCH,8.07,"POLI-FLEX NYLO 4808 RED 500MM",
578,product,4901500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4901 WHITE 500MM",
578,product,4901500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4901 WHITE 500MM",
579,product,4902500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4902 BLACK 500MM",
579,product,4902500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4902 BLACK 500MM",
580,product,4903500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4903 NEON BLUE 500MM",
580,product,4903500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4903 NEON BLUE 500MM",
581,product,4904500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4904 GREEN 500MM",
581,product,4904500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4904 GREEN 500MM",
582,product,4905500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4905 NAVY BLUE 500MM",
582,product,4905500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4905 NAVY BLUE 500MM",
583,product,4906500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4906 ROYAL BLUE 500MM",
583,product,4906500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4906 ROYAL BLUE 500MM",
584,product,4908500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4908 RED 500MM",
584,product,4908500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4908 RED 500MM",
585,product,4909500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4909 BORDEAUX 500MM",
585,product,4909500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4909 BORDEAUX 500MM",
586,product,4910500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4910 YELLOW 500MM",
586,product,4910500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4910 YELLOW 500MM",
587,product,4912500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4912 GREY 500MM",
587,product,4912500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4912 GREY 500MM",
588,product,4914500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4914 PURPLE 500MM",
588,product,4914500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4914 PURPLE 500MM",
589,product,4915500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4915 ORANGE 500MM",
589,product,4915500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4915 ORANGE 500MM",
590,product,4916500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4916 BROWN 500MM",
590,product,4916500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4916 BROWN 500MM",
591,product,4917500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4917 BEIGE 500MM",
591,product,4917500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4917 BEIGE 500MM",
592,product,4918500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4918 MEDIUM YELLOW 500MM",
592,product,4918500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4918 MEDIUM YELLOW 500MM",
593,product,4919500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4919 LEMON YELLOW 500MM",
593,product,4919500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4919 LEMON YELLOW 500MM",
594,product,4920500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4920 GOLD 500MM",
594,product,4920500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4920 GOLD 500MM",
595,product,4922500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4922 ROSE GOLD 500MM",
595,product,4922500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4922 ROSE GOLD 500MM",
596,product,4924500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4924 BRIGHT COPPER 500MM",
596,product,4924500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4924 BRIGHT COPPER 500MM",
597,product,4925500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4925 BRIGHT PINK 500MM",
597,product,4925500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4925 BRIGHT PINK 500MM",
598,product,4926500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4926 BRIGHT RED 500MM",
598,product,4926500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4926 BRIGHT RED 500MM",
599,product,4927500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4927 BRIGHT BLUE 500MM",
599,product,4927500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4927 BRIGHT BLUE 500MM",
600,product,4928500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4928 BRIGHT LAVENDER 500MM",
600,product,4928500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4928 BRIGHT LAVENDER 500MM",
601,product,4929500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4929 CORAL 500MM",
601,product,4929500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4929 CORAL 500MM",
603,product,4940500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4940 NEON YELLOW 500MM",
603,product,4940500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4940 NEON YELLOW 500MM",
604,product,4941500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4941 NEON GREEN 500MM",
604,product,4941500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4941 NEON GREEN 500MM",
605,product,4942500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4942 NEON ORANGE 500MM",
605,product,4942500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4942 NEON ORANGE 500MM",
606,product,4943500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4943 NEON PINK 500MM",
606,product,4943500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4943 NEON PINK 500MM",
607,product,4944500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4944 NEON RED 500MM",
607,product,4944500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4944 NEON RED 500MM",
608,product,4945500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4945 NEON DARK PINK 500MM",
608,product,4945500,7.37,MATCH,7.37,"POLI-FLEX TURBO 4945 NEON DARK PINK 500MM",
609,product,4951500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4951 LIGHT GREY 500MM",
609,product,4951500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4951 LIGHT GREY 500MM",
610,product,4952500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4952 FROG GREEN 500MM",
610,product,4952500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4952 FROG GREEN 500MM",
611,product,4953500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4953 LIGHT BERRY 500MM",
611,product,4953500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4953 LIGHT BERRY 500MM",
612,product,4954500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4954 SAND BEIGE 500MM",
612,product,4954500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4954 SAND BEIGE 500MM",
613,product,4955500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4955 VIOLET 500MM",
613,product,4955500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4955 VIOLET 500MM",
614,product,4956500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4956 BRONZE 500MM",
614,product,4956500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4956 BRONZE 500MM",
615,product,4957500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4957 CHAMPAGNE 500MM",
615,product,4957500,6.99,MATCH,6.99,"POLI-FLEX TURBO 4957 CHAMPAGNE 500MM",
616,product,4958500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4958 PASTEL YELLOW 500MM",
616,product,4958500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4958 PASTEL YELLOW 500MM",
617,product,4961500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4961 BABY PINK 500MM",
617,product,4961500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4961 BABY PINK 500MM",
618,product,4962500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4962 FUCHSIA 500MM",
618,product,4962500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4962 FUCHSIA 500MM",
619,product,4965500,6.64,MATCH,6.64,"POLI-FLEX TURBO 4965 SKY BLUE 500MM",
