"id","name","catimg","description","splashdisp","bannergroup","sortorder","manussortorder","xmultisite","multisitedesconelimit","multisitedescone","multisitedesctwolimit","multisitedesctwo","subdisp","cathighlights","videourl","catparent","xcat","xsortorder","specname","speccatimg","specdescription","specbannergroup","catview","catviewg","nofilter","seourl","seoexact","keywords","metatitle","metadesc","descshort","multisitedescshortone","multisitedescshorttwo","addldisp","addlheader","footdisplay","addlcat","addlsortorder","specdescshort","tabonename","tabonecontent","tabtwoname","tabtwocontent","tabthreename","tabthreecontent","tabfourname","tabfourcontent","featgridaccorddo","featgridaccordname"
"ASLAN-CRA31","ASLAN CRA31 rPET Metallised Films","CRA31_Cat.jpg","<html>
<head>
<title>ASLAN CRA31</title>
</head>
<body>
<ul><img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
src=""media/ecom/onpagegraphics/ASLAN_Logo_New.png""></ul><br><br>
<p>The ASLAN CRA31 range of printable metallised polyester films are PVC Free and made from 70% post-consumer recycled polyester.</p>



<a><img style=""margin: 5px; width: 85px; height: 85px; float: right;"" alt=""rPET material""
src=""media/ecom/onpagegraphics/rPET_Logo.png""></a>
<a><img style=""margin: 5px; width: 75px; height: 75px; float: right;"" alt=""pvc free""
src=""media/ecom/onpagegraphics/PVC_free_logo.png""></a>

<span style=""font-weight: bold; color: #d7328a;"">Product Highlights:</span><br>
<ul><li>The 50 micron face film is double sided so has the same colour and finish on the adhesive side making them perfect for use onto glass and acrylic surfaces</li>
<li>Special water-based (solvent free) adhesive ensures eco-friendly combination of film and adhesive</li>
<li>Available in 2 metallised finishes</li>
<li>Printable with Latex & UV Curable Inks</li></ul>

<span style=""font-weight: bold; color: #d7328a;"">Typical Applications:</span><br>
<ul><li>With an exterior durability of up to 2 years, these films are ideal for producing high quality signage and other window graphics</li>
<li>Fire Rated to Euroclass DIN EN 13501-1:2018 with classification B-s1-d0</li>
<li>Recommended for Dry Apply only.</li></ul>

<a href=""https://www.dorotape.co.uk/Category/Marketing""><img style=""border: 0px solid ; padding: 0px 100px 0px 0px; width: 150px; height: 200px; float: right;"" alt=""ASLAN MetalEffect colour selectors""
src=""media/ecom/onpagegraphics/ASLAN MetalEffect Colour Selectors.png""></a>

<span style=""font-weight: bold; color: #d7328a;"">Technical Information:</span><br>
<ul><a href=""media/ecom/pdfs/datasheets/LoopPet_Metal_ASLAN_CRA_31_e.pdf"" target=""_blank""><img
style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""pdf""
src=""media/ecom/onpagegraphics/Datasheet.png""></a>
<a href=""media/ecom/colselxl/Colourcard_ASLAN_Metaleffect.pdf"" target=""_blank""><img
style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""Aslan Meteleffect Colour Selector""
src=""media/ecom/onpagegraphics/Colour.png""></a></ul>
</body>
</html>","0","","40","0","DEFAULT","","","","","DEFAULT","","","Metallized_Vinyl","","0","","","","","A","","0","ASLAN-CRA31","0","silver foil, metal film, mirror film, mirrored film, mirrored vinyl, mirror vinyl, silver mirror, mirrored polyester, mirror silver, chrome vinyl, chrome film, Aslan, CRA31, print metal, printmetal, recycled, post-consumer, rpet







","","","","","","DEFAULT","","","","0","","","","","","","","","","0","."
"Aslan-S62","ASLAN S62 :: 600 micron Heavy Duty Sandblasting Stencil","S62_Cat.jpg","<html>

<head><title>ASLAN S62 Stencil Film</title></head><br>

<style>
.responsive {
  width: 50%;
  height: auto;
}
</style>


<body>
<img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
src=""media/ecom/onpagegraphics/ASLAN_Logo_New.png"" class=""responsive"">


<br><br>

<p>ASLAN S62 is a heavy duty, yet soft pliable stencil film designed primarily for the memorial industry as it is perfect for deep sandblasting onto all types of stone.</p>

<p>Offering excellent adhesion levels while maintaining its removability this film guarantees sharp outlines even on the most intricate designs.</p>

<p>Clear backing liner to assist application.</p>

<p>Removable adhesive for clean, easy removal.</p>

<p>High performance film gives clean, crisp edges.</p>

<p>Suitable for plotter cutting and easy to weed.</p>

<p>Can be drawn on by pencil or marker.</p>

<p>Has a shelf life of 3 years and stays nice and soft unlike rubber based stencil films.</p>

<ul><a href=""media/ecom/pdfs/datasheets/Sandblast_600_ASLAN_S62_e.pdf""
target=""_blank""><img style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""Aslan S62 Datasheet""
src=""media/ecom/onpagegraphics/Datasheet.png""></a></ul>

</body>
</html>","0","","10","0","DEFAULT","","","","","DEFAULT","","","Sandblasting-Stencil-Films","","0","","","","","A","","0","ASLAN-S62-Sandblast-Stencil-Film","0","sandblast stencil film, sandblast stencil films, sandblast mask, sand blast mask, blasting film, blasting mask, aslan, s62, anchor, anchor tape","","ASLAN S62 is a heavy duty yet soft pliable stencil film designed primarily for the memorial industry as it is perfect for deep sandblasting onto all types of stone.","Aslan S62 is a heavy duty yet soft pliable stencil film designed primarily for the memorial industry as it is perfect for deep sandblasting onto all types of stone.","","","DEFAULT","","","","0","","","","","","","","","","0","."
"Aslan-S62HT","ASLAN S62HT :: 600 micron High Tack Heavy Duty Sandblasting Stencil","S62HT_Cat.jpg","<html>
<head><title>ASLAN S62HT Hign Tack Stencil Film</title></head>
<body>
<img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
src=""media/ecom/onpagegraphics/ASLAN_Logo_New.png"">
<p>ASLAN S62HT heavy duty stencil masking film is soft and pliable with a high tack, high grab adhesive. This special adhesive makes S62HT perfect for use on a wide variety of hard to adhere to surfaces.</p>
<span style=""font-weight: bold; color: #d7328a;"">SUITABILITY:</span>
<ul><li>Suitable for use with uneven stone surfaces, reducing the need to pre-apply a filler.
<li>Adheres well to cold stone surfaces so is the preffered choice for outside use all year round.
<li>The special adhesive properties of ASLAN S62HT enable it to be used as a stencil masking protection for pumps, valves and seals in the water, oil and gas industries that require maintainance, cleaning, repairing or are being prepared for painting.
<li>This cad-cutable stencil masking film is also ideal for high intensity shot peening protection of critical components in the automotive, aerospace and other industries.</li></ul>


<span style=""font-weight: bold; color: #d7328a;"">ADVANTAGES:</span>
<ul><li>Heavy Duty 600 micron film.
<li>Special high tack adhesive but with the same clean removability.
<li>High performance film gives clean, crisp edges.
<li>Will stay adhered even if applied in cold temperatures.
<li>Easily cut by plotter or by hand.
<li>Has a shelf life of 3 years and stays nice and soft unlike rubber based stencil films.
<li>Supplied in 12.5 metre long rolls.</li></ul>

<a href=""media/ecom/pdfs/datasheets/Sandblast_600_ASLAN_S62_e.pdf""
target=""_blank""><img style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""Aslan S62HT Datasheet""
src=""media/ecom/onpagegraphics/Datasheet.png""></a></p>
</body>
</html>","0","","10","0","DEFAULT","","","","","DEFAULT","","","Sandblasting-Stencil-Films","","0","","","","","L","superuser","0","","0","sandblast stencil film, sandblast stencil films, sandblast mask, sand blast mask, blasting film, blasting mask, aslan, s62, anchor, anchor tape","","ASLAN S62 is a heavy duty yet soft pliable stencil film designed primarily for the memorial industry as it is perfect for deep sandblasting onto all types of stone.","Aslan S62 is a heavy duty yet soft pliable stencil film designed primarily for the memorial industry as it is perfect for deep sandblasting onto all types of stone.","","","DEFAULT","","","","0","","","","","","","","","","0","."
"Aslan-S64","ASLAN S64 :: 330 micron Heavy Duty Sandblasting Stencil","S64_Cat.png","<html>

<head><title>ASLAN S64</title></head><br>

<style>
.responsive {
  width: 50%;
  height: auto;
}
</style>

<body>

<img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
src=""media/ecom/onpagegraphics/ASLAN_Logo_New.png"" class=""responsive""><br><br>

<p>ASLAN S64 is a heavy duty 330 micron stencil film designed for deep sandblasting onto stone and metal surfaces.</p>

<p>Also used as a protection film for controlled shot peening.</p>

<p>Offering excellent adhesion levels while maintaining its removability this film guarantees sharp outlines even on the most intricate designs.</p>

<p>Easily cut by plotter or by hand.</p>

<p>High performance film gives clean, crisp edges.</p>

<p>Removes cleanly without adhesive residue or staining.</p>


<a href=""media/ecom/pdfs/datasheets/Sandblast_330_ASLAN_S64_e.pdf""
target=""_blank""><img style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""Aslan S64 Datasheet""
src=""media/ecom/onpagegraphics/Datasheet.png""></a><br>

</body>

</html>","0","","30","0","DEFAULT","","","","","DEFAULT","","","Sandblasting-Stencil-Films","","0","","","","","A","","0","ASLAN-S64-Sandblast-Stencil-Film","0","sandblast stencil film, sandblast stencil films, sandblast mask, sand blast mask, blasting film, blasting mask, aslan, s64, anchor, anchor tape, shot, peen, peening","","ASLAN S64 is a heavy duty stencil film designed for deep sandblasting onto stone and metal surfaces and as a protection film for controlled shot peening.","ASLAN S64 is a 330 micron special PVC film specifically designed for heavy duty sand-blasting on surfaces such as natural stones and stainless steel.","","","DEFAULT","","","","0","","","","","","","","","","0","."
"Aslan-S66","ASLAN S66 :: 250 micron Heavy / Medium Duty Sandblasting Stencil","S66-Cat.png","<html>

<head><title>ASLAN S66</title></head><br>

<style>
.responsive {
  width: 50%;
  height: auto;
}
</style>

<body>

<img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
src=""media/ecom/onpagegraphics/ASLAN_Logo_New.png"" class=""responsive""><br><br>

<p>ASLAN S66 is a medium duty stencil film designed for sandblasting onto glass, stone and metal surfaces.</p>

<p>The white surface offers excellent contrast making processing easy.</p>

<p>Offering excellent adhesion levels while maintaining its removability this film guarantees sharp outlines even on the most intricate designs.</p>

<p>Easily cut by plotter or by hand.</p>

<p>High performance film gives clean, crisp edges.</p>

<p>Can be drawn on by pencil or marker.</p>

<p>Removes cleanly without adhesive residue or staining.</p>

<ul><a href=""media/ecom/pdfs/datasheets/Sandblast_230_ASLAN_S66_e.pdf""
target=""_blank""><img style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""Aslan S66 Datasheet""
src=""media/ecom/onpagegraphics/Datasheet.png""></a></ul>

</body>

</html>","0","","40","0","DEFAULT","","","","","DEFAULT","","","Sandblasting-Stencil-Films","","0","","","","","A","","0","ASLAN-S66-Sandblast-Stencil-Film","0","sandblast stencil film, sandblast stencil films, sandblast mask, sand blast mask, blasting film, blasting mask, aslan, s66, anchor, anchor tape","","ASLAN S66 is a 250 micron special PVC film specifically designed for heavy duty sand-blasting on surfaces such as natural stone.","ASLAN S66 is a medium duty stencil film designed for deep sandblasting onto glass, stone and metal surfaces.","","","DEFAULT","","","","0","","","","","","","","","","0","."
"Aslan-S68","ASLAN S68 :: 180 micron Medium Duty Sandblasting Stencil","S68_Cat.png","<html>

<head><title>ASLAN S68</title></head><br>

<style>
.responsive {
  width: 50%;
  height: auto;
}
</style>

<body>

<img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
src=""media/ecom/onpagegraphics/ASLAN_Logo_New.png"" class=""responsive""><br><br>

<p>ASLAN S68 is a double layer stencil film offering high resistance for sandblasting onto glass and polished stone surfaces.</p>

<p>Also popular as a stencil for controlled shot peening.</p>

<p>Offering excellent adhesion levels while maintaining its removability this film guarantees sharp outlines even on the most intricate designs.</p>

<p>Easily cut by plotter or by hand.</p>

<p>High performance film gives clean, crisp edges.</p>

<p>Can be drawn on by pencil or marker.</p>

<p>Removes cleanly without adhesive residue or staining.</p>

<ul><a href=""media/ecom/pdfs/datasheets/Sandblast_180_ASLAN_S68_e.pdf""
target=""_blank""><img style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""Aslan S68 Datasheet""
src=""media/ecom/onpagegraphics/Datasheet.png""></a></ul>

</body>

</html>","0","","50","0","DEFAULT","","","","","DEFAULT","","","Sandblasting-Stencil-Films","","0","","","","","A","","0","ASLAN-S68-Sandblast-Stencil-Film","0","sandblast stencil film, sandblast stencil films, sandblast mask, sand blast mask, blasting film, blasting mask, aslan, s68, anchor, anchor tape","","ASLAN S68 is a 180 micron sandblast stencil film for medium duty sandblasting.","ASLAN S68 is a double layer stencil film offering high resistance for sandblasting onto glass and polished stone surfaces.","","","DEFAULT","","","","0","","","","","","","","","","0","."
"Aslan-S69","ASLAN S69 :: 80 micron Light Duty Sandblasting Stencil","ASLAN_S69.jpg","<html>

<head><title>ASLAN S69 Stencil Film</title></head><br>

<style>
.responsive {
  width: 50%;
  height: auto;
}
</style>

<body>

<img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
src=""media/ecom/onpagegraphics/ASLAN_Logo_New.png"" class=""responsive""><br><br>

<p>ASLAN S69 is the thinnest stencil film in the ASLAN range, offering adequate protection for light sandblasting onto glass and other smooth surfaces.</p>

<p>High degree of transparency for easy alignment.</p>

<p>Offering excellent adhesion levels while maintaining its removability this film guarantees sharp outlines even on the most intricate designs.</p>

<p>Easily cut by plotter or by hand.</p>

<p>High performance film gives clean, crisp edges.</p>


<p>Can be drawn on by pencil or marker.</p>

<p>Removes cleanly without adhesive residue or staining.</p>

<ul><a href=""media/ecom/pdfs/datasheets/Sandblast_80_ASLAN_S69_e.pdf""
target=""_blank""><img style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""Aslan S69 Datasheet""
src=""media/ecom/onpagegraphics/Datasheet.png""></a></ul>


</body>

</html>","0","","60","0","DEFAULT","","","","","DEFAULT","","","Sandblasting-Stencil-Films","","0","","","","","A","","0","ASLAN-S69-Sandblast-Stencil-Film","0","sandblast stencil film, sandblast stencil films, sandblast mask, sand blast mask, blasting film, blasting mask, aslan, s69, anchor, anchor tape
","","ASLAN S69 is the thinnest stencil film in the Aslan range, offering adequate protection for light sandblasting onto glass and other smooth surfaces.","ASLAN S69 is the thinnest stencil film in the Aslan range, offering adequate protection for light sandblasting onto glass and other smooth surfaces.","","","DEFAULT","","","","0","","","","","","","","","","0","."
"ASLAN-SC123-Sparkle-Colour","ASLAN SC123 Sparkle Colour","ASLAN_SC123.jpg","<html>
<head><title>ASLAN-SC123-Sparkle-Colour></title>
<style>
#myBtn {
  display: none;
  position: fixed;
  bottom: 220px;
  right: 30px;
  z-index: 99;
  font-size: 18px;
  border: none;
  outline: none;
  background-color: #ef088c;
  color: white;
  cursor: pointer;
  padding: 15px;
  border-radius: 4px;
}

#myBtn:hover {
  background-color: #555;
}
</style></head>

<body>
<button onclick=""topFunction()"" id=""myBtn"" title=""Go to top"">Back To Top</button>


<img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
src=""media/ecom/onpagegraphics/ASLAN_Logo_New.png""><br><br>

<p>The ASLAN SC123 Sparkle Colour range is a 350 micron polyester film coated with an eye catching surface of glitter particles offering intense sparkling light reflection.</p>

<a><img style=""border: 0px solid ; width: 75px; height: 75px; float: right;"" alt=""pvc free""
src=""media/ecom/onpagegraphics/PVC_free_logo.png""></a>

<p>This pvc free film is coated with a strong, transparent adhesive that offers good long term use, making ASLAN SC 123 the perfect solution for interior decoration, retail displays, POS and furniture renovation.</p>

<p>The perfect solution for creating seasonal decorations at Christmas and Valentines Day.</p>

<a href=""https://www.dorotape.co.uk/Category/Marketing""><img style=""border: 0px solid ; padding: 0px 100px 0px 0px; width: 150px; height: 200px; float: right;"" alt=""ASLAN Sparkle Colour and Caress Colour selectors""
src=""media/ecom/onpagegraphics/ASLAN Sparkle Caress Colour Selectors.png""></a>


<p>Most glitter films come with just a backing liner. Anyone familiar with the application of glitter vinyl will know that this can make them extremely tricky to apply, as using a squeegee to create a smooth and even application can create a horrible glittery mess. The use of an application tape to avoid this is pretty much out of the question. However, as well as a backing liner ASLAN has cleverly given SparkleColour a transparent top protective liner too which does the job of an application tape and allows for a much cleaner application. This also means the film is ideal for cad cutting, by cutting and weeding in reverse through the backing liner.</p>

<p>Unlike its rivals, the ASLAN SC123 is ideal for cad cutting. This is done by cutting and weeding in reverse through the backing liner and using the transparent top protective liner as an application tape.</p>
<p>For full surface coverage simply remove the backing liner and apply the Sparkle Colour to the surface easily using a squeegee. Once in position and squeegeed on, just remove the protective top liner - easy!</p>
<p>ASLAN Sparkle Colour is PVC Free and doesn't contain harmful VOC's. It is easy to apply and removes residue free from smooth flat surfaces.</p>

<span style=""font-weight: bold; color: #d7328a;"">Technical Information:</span><br>
<ul>
<a href=""media/ecom/pdfs/datasheets/SparkleColour_ASLAN_SC_123_e_1.pdf"" target=""_blank""><img
style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""ASLAN SC123 SparkleColour Datasheet""
src=""media/ecom/onpagegraphics/Datasheet.png""></a></ul>


<script>
//Get the button
var mybutton = document.getElementById(""myBtn"");

// When the user scrolls down 800px from the top of the document, show the button
window.onscroll = function() {scrollFunction()};

function scrollFunction() {
  if (document.body.scrollTop > 800 || document.documentElement.scrollTop > 800) {
    mybutton.style.display = ""block"";
  } else {
    mybutton.style.display = ""none"";
  }
}

// When the user clicks on the button, scroll to the top of the document
function topFunction() {
  document.body.scrollTop = 0;
  document.documentElement.scrollTop = 0;
}
</script>

<p><a href=""https://www.dorotape.co.uk/Article/ASLAN-Sparkle-Colour"" target=""_blank""><img style=""border: 0px solid ; width: 50px; height: 50px;"" alt=""link to our blog""
src=""media/ecom/onpagegraphics/Blog.png"">
<span style=""color:#d7328a""><b>Learn more about the Sparkle Colour range from ASLAN by reading about it in our Blog</b></a></span></p>


<h4 style=""color:#d7328a"">Buy it by the metre from these 14 glittering colours</h4>
</body>

</html>


","0","","70","0","DEFAULT","","","","","DEFAULT","","https://www.youtube.com/embed/PbUgqEj-j2I","Glitter_Vinyl","","0","","","","","A","superuser","0","","0","coverstyle, cover style, cover styl', furniture film, wrap, covering, architectural, interior design, restyle, renovate, transform, re-purpose, upcycle





















","","","ASLAN SC123 Sparkle Colour is a 50 micron polyester film coated with an eye catching surface of glitter particles offering intense sparkling light reflection. This pvc free film is coated with a strong, transparent adhesive that offers good long term use, making ASLAN SC 123 the perfect solution for interior decoration, retail displays, POS and furniture renovation.
","","","DEFAULT","","<h4 style=""color:#d7328a"" align=""center"">We can also offer this material in a further 29 shimmering colours with a minimum order quantity of 500m.<br>
Please contact us to request further information and a colour selector.</h4>","","0","","","","","","","","","","0","."
"ASLAN-SE72-Holographic","ASLAN Holographic Films","ASLAN_SE72_Cat.jpg","<html>
<body>
<meta content=""text/html; charset=ISO-8859-1""
 http-equiv=""content-type""></meta>
<head><title>ASLAN Holographic Films</title></head>
<img style=""height: 53px; width: 250px;"" alt=""Aslan logo""
src=""media/ecom/onpagegraphics/ASLAN_Logo_New.png""><br>
<br><p>ASLAN Holographic PET films are 50 micron self-adhesive polyester films with wonderful iridescence that reflects back all the colours of the rainbow. This material is compatible with Latex and UV inks. </p>

<a><img style=""border: 0px solid ; width: 75px; height: 75px; float: right;"" alt=""pvc free""
src=""media/ecom/onpagegraphics/PVC_free_logo.png""></a>

<span style=""font-weight: bold; color: #d7328a;"">Product Highlights:</span><br>
<ul><li>ASLAN holographic films are PVC Free</li>
<li>Available in a smooth or striped finish</li>
<li>Striking silver based petrol on water rainbow iridescence</li>
<li>Outdoor durability of up to 3 years</li>
<li>Double sided material making it ideal for producing high quality window graphics, displays and signage</li>
<li>Stay Flat PE coated liner for optimum flatness and moisture stability ensuring an even feed through the plotter or printer.</ul></li>
<a href=""https://www.dorotape.co.uk/Category/Marketing""><img style=""border: 0px solid ; padding: 0px 100px 0px 0px; width: 150px; height: 200px; float: right;"" alt=""ASLAN MetalEffect colour selectors""
src=""media/ecom/onpagegraphics/ASLAN MetalEffect Colour Selectors.png""></a>

<span style=""font-weight: bold; color: #d7328a;"">Suitability:</span><br>
<ul><li>Designed for dry application to clean, smooth and flat or 2D curved surfaces</li>
<li>Suitable for interior and exterior use with a durability of up to 3 years</li>
<li>Ideal for use in retail POS and exhibitions as well as for visual merchandising and making stickers and labels</ul></li>

<span style=""font-weight: bold; color: #d7328a;"">Ink Compatability:</span>
<ul><img style=""margin: 0px 5px 0px 0px; width: 15px; height: 25px;"" alt=""Latex""
src=""media/ecom/onpagegraphics/Ink-Latex.png"">Latex &nbsp;&nbsp;
<img style=""margin: 0px 5px 0px 0px; width: 15px; height: 25px;"" alt=""UV Ink""
src=""media/ecom/onpagegraphics/Ink-UV.png"">UV</ul>

</body>
</html>","0","","90","0","DEFAULT","","","","","DEFAULT","","","Metallized_Vinyl","","0","","","","","A","","0","","0","aslan, se72, holographic, iridescent, rainbow, colour change, shift, SE74 holostripe, holo, silver, 







","","ASLAN Holographic PET films are 50 micron self-adhesive polyester films with wonderful iridescence that reflects back all the colours of the rainbow. This material is compatible with Latex and UV inks.","Aslan SE50 MetalLux films give a luxurious feel to any graphics or cut lettering. This 50 micron self-adhesive polyester film has a beautifully soft tactile finish and small traces of wear can be re-finished using a microfibre cloth. The semi permanent adhesive makes it perfect for producing high quality graphics, displays and signage.","","","DEFAULT","","","","0","","","","","","","","","","0","."
"Aslan_85K","ASLAN 85K :: Universal Stencil Film","85K_Cat.jpg","<html>

<head><title>ASLAN 85k Universal Stencil Film</title></head>
<body>
<style>
.responsive {
  width: 50%;
  height: auto;
}
</style>


<br>
<img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
src=""media/ecom/onpagegraphics/ASLAN_Logo_New.png"" class=""responsive"">


<br><br>

<p>ASLAN 85K stencil film is especially flexible in application and suitable for all lacquering and painting works.</p>

<p>Adapts ideally to curved surfaces, edges and curves.</p>

<p>For overlapping paints and multi-colour works.</p>

<p>Tear-resistant and easily removable.</p>

<p>Suitable for the cutting plotter, easy to weed.</p>

<p>Green-grey colour for reduced reflection.</p>

<ul><a href=""media/ecom/pdfs/datasheets/PremiumMask_ASLAN_85K_e.pdf"" target=""_blank""><img
style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""pdf""
src=""media/ecom/onpagegraphics/Datasheet.png""></a></ul>

</body>
</html>

","0","","10","0","DEFAULT","","","","","DEFAULT","","","Paint_Masking_Stencil_Films","","0","","","","","A","","0","ASLAN-85K-Stencil-Film","0","aslan 85k, aslan stencil film, aslan paint mask, stencil masking films, masking films, stencil film, paint mask, paint masking, paint masking film, spray mask, stencil mask
","","ASLAN 85K stencil film is suitable for all painting and spraying jobs on to curtain sides, vehicles and banners.  Easy to cut and weed, tear-resistant and easily removable.","Aslan 85K stencil film is suitable for all painting and spraying jobs on to curtain sides, vehicles and banners.  Easy to cut and weed, tear-resistant and easily removable.","","","DEFAULT","","","","0","","","","","","","","","","0","."
"Aslan_C114","Aslan C114 - 3-5 Year Sign Vinyl","C114-Cat.jpg","<html>
<head>
<title>Aslan C114 Vinyl</title>
<meta charset=""utf-8"">
</head>
<body>
<img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
src=""media/ecom/onpagegraphics/ASLAN_Logo_New.png"">
<ul><li>ASLAN C114 Series is a quality universal monomeric calendered coloured vinyl, featuring a soft 70 micron face film, a high grade modified acrylic adhesive and a high performance liner.</li><br>
<li>Available in a Gloss finish with a permanent adhesive and a Matt finish that has a semi permanent adhesive.</li><br>
<li>ASLAN C114 sign vinyl is the preferred choice of many sign makers as it is a great low cost option and is ideal for short to medium term outdoor signs and vehicle graphics as well as indoor
signage and displays.</li><br>
<li>Available in 34 opaque gloss colours and 24 matt colours to buy by the metre. Select your colour below.</li><br>
<a href=""media/ecom/pdfs/datasheets/EcoColour_ASLAN_C114_e.pdf"" target=""_blank""><img
style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""pdf""
src=""media/ecom/onpagegraphics/Datasheet.png""></a>
<a href=""media/ecom/colselxl/Colourcard_ASLAN_C114.pdf"" target=""_blank""><img
style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""pdf""
src=""media/ecom/onpagegraphics/Colour.png""></a></ul>


</body>
</html>
","0","","60","0","DEFAULT","","","","","DEFAULT","","","Coloured-Sign-Vinyl","","0","","","","","N","","0","Aslan-C114-Signmaking-Vinyl","0","aslan, aslan schwarz, c11400 series vinyl, C114, C114 vinyl, 3 year vinyl, 3-5 year vinyl, monomeric vinyl, sign vinyl, signmaking vinyl, sign-making vinyl, sign making vinyl, aslan C114 vinyl, aslan c114, opaque, calendered, signvinyl, monomeric, as","","ASLAN EcoColour C114 series is a 70 micron, 3-5 year monomeric signmaking vinyl available in Gloss and Matt finishes with a semi permanent adhesive. Perfect as a low cost option, this sign vinyl is ideal for applying to flat surfaces for short to medium term outdoor signs and vehicles as well as indoor signage, wall decals and displays.","ASLAN EcoColour C114 series is a 70 micron, 3-5 year monomeric signmaking vinyl available in Gloss and Matt finishes with a semi permanent adhesive. Perfect as a low cost option, this sign vinyl is ideal for applying to flat surfaces for short to medium term outdoor signs and vehicles as well as indoor signage, wall decals and displays.","","","DEFAULT","","<h3 style align=""center"">We have more colours available in the <a href=""https://www.dorotape.co.uk/Category/Ritrama_L_Range""><font color=""#ef088c"">Ritrama L100 </font></a> range</h3>
<h3 style align=""center"">If you are looking to order coloured vinyl in narrow rolls or sheets, please head over to our <a href=""https://www.craftstick.co.uk/Category/Coloured-Craft-Vinyl"" target=""_blank""><font color=""#fba100"">Craft Store</font></a></h3>","","0","","","","","","","","","","0","."
"Aslan_C118","ASLAN C118 - 7 Year Sign Vinyl","C118-Cat.jpg","<html>
<head>
<title>Aslan C118 Vinyl</title>

</head>

<body>
<img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
src=""media/ecom/onpagegraphics/ASLAN_Logo_New.png"">
<ul><li>ASLAN C118 Series is a premium grade polymeric calendered coloured vinyl, featuring a soft 70 micron face film, a high grade permanent modified acrylic adhesive and a high performance lay-flat liner.</li><br>
<li>The high gloss coloured opaque signvinyl is soft enough to offer superb conformability and stability, whilst the special coated liner gives excellent weeding and lay flat properties.</li><br>
<li>ASLAN C118 sign vinyl is the preferred choice of many sign makers as it is ideal for vehicle applications as well as outdoor signage and window graphics.</li><br>
<li>Available in white or black gloss to buy by the metre.  Select your colour below.</li><br>
<a href=""media/ecom/pdfs/datasheets/PremiumColour_ASLAN_C118_Soft_e.pdf"" target=""_blank""><img
style=""border: 0px solid ; width: 200px; height: 60px;"" alt=""pdf""
src=""media/ecom/onpagegraphics/Datasheet.png""></a>
</ul>

</body>
</html>
","0","","50","0","DEFAULT","","","","","DEFAULT","","","Coloured-Sign-Vinyl","","0","","","","","A","","0","ASLAN-C118-Signmaking-Vinyl","0","aslan, aslan schwarz, aslan folien, aslanfolien, c11800 series vinyl, C118,C118 vinyl, 7 year vinyl, 5-7 year vinyl, polymeric vinyl, sign vinyl, signmaking vinyl, sign-making vinyl, sign making vinyl, aslan C118 vinyl, aslan c118,opaque, calendered,","","ASLAN C118 series vinyl is a high quality 70 micron, 7 year polymeric self-adhesive vinyl with a permanent modified acrylic adhesive. This signmaking vinyl has a high level of opacity plus superb conformability and
stability, whilst the special poly-coated liner offers excellent weeding and lay flat properties. ASLAN C118 sign vinyl is the preferred choice of many sign makers as it is ideal for outdoor signs and vehicle graphics as well as indoor
signage and displays.","ASLAN C118 series vinyl is a high quality 70 micron, 7 year polymeric self-adhesive vinyl with a permanent modified acrylic adhesive. This signmaking vinyl has a high level of opacity plus superb conformability and
stability, whilst the special poly-coated liner offers excellent weeding and lay flat properties. Aslan C118 sign vinyl is the preferred choice of many sign makers as it is ideal for outdoor signs and vehicle graphics as well as indoor
signage and displays.","","","DEFAULT","","","","0","","","","","","","","","","0","."
